id,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,crime_rate,prop.availability,days_last_review,dis_in_miles,Bronx,Brooklyn,Manhattan,Queens,Staten_Island,entire_home,private_room,shared_room
9613626,40.70436,-73.93225,55,7,2,0.05,1,11.0839,0,1284,0.13200607,0,1,0,0,0,0,1,0
9614378,40.75246,-73.97171,150,4,76,1.79,1,14.1041,0.819178082,18,0.23757588,0,0,1,0,0,1,0,0
9614552,40.68316,-73.99775,100,2,4,0.09,1,9.0278,0,1177,0.24715201,0,1,0,0,0,1,0,0
9614785,40.6454,-74.00782,155,1,138,3.14,1,9.9778,0.616438356,17,0.26925664,0,1,0,0,0,1,0,0
9614969,40.79651,-73.93184,60,3,10,0.23,1,23.5629,0,188,0.53196037,0,0,1,0,0,0,1,0
9615209,40.74572,-73.95679,85,5,1,0.03,1,9.0806,0,1060,0.27132273,0,0,0,1,0,1,0,0
9615485,40.76108,-73.95058,70,2,5,0.14,1,8.3745,0,836,0.19125135,0,0,1,0,0,0,1,0
9615727,40.70393,-73.9284,50,5,1,0.02,1,13.4682,0.180821918,1280,0.29199308,0,1,0,0,0,0,1,0
9615815,40.74054,-73.97626,120,3,1,0.04,3,21.5079,0,731,0.45389924,0,0,1,0,0,1,0,0
9616453,40.80838,-73.95995,75,2,1,0.02,1,12.2706,0,1280,0.22229511,0,0,1,0,0,0,1,0
9616729,40.68901,-73.95057,31,2,1,0.02,1,17.0945,0,1287,0.16043464,0,1,0,0,0,0,1,0
9617219,40.66374,-73.91733,79,2,70,1.6,2,17.891,0.693150685,16,0.16094602,0,1,0,0,0,0,1,0
9618477,40.72888,-73.98193,160,160,2,0.05,2,16.1427,0.994520548,1303,0.14482848,0,0,1,0,0,1,0,0
9618986,40.67695,-73.91567,99,2,96,2.5,2,17.891,0.978082192,16,0.21739889,0,1,0,0,0,1,0,0
9619848,40.79686,-73.9459,199,2,5,0.12,2,12.5434,0.484931507,68,0.15330717,0,0,1,0,0,1,0,0
9623722,40.80263,-73.94662,260,3,38,0.94,1,19.6512,0.810958904,7,0.16143009,0,0,1,0,0,1,0,0
9625826,40.66145,-73.96005,65,10,1,0.02,1,11.4804,0,1274,0.10464435,0,1,0,0,0,0,1,0
9627513,40.80272,-73.95564,60,2,8,0.19,1,19.6512,0,1051,0.16690444,0,0,1,0,0,0,1,0
9628471,40.68545,-73.95883,45,25,1,0.05,1,17.0945,0.052054795,553,0.24445449,0,1,0,0,0,0,1,0
9630295,40.68379,-73.94648,60,60,34,0.79,1,17.0945,0.517808219,341,0.30989914,0,1,0,0,0,0,1,0
9630342,40.72554,-73.9838,107,3,19,0.44,1,16.1427,0.197260274,16,0.35361627,0,0,1,0,0,1,0,0
9631380,40.7659,-73.98674,230,30,1,0.12,96,44.8156,0.769863014,251,0.24040151,0,0,1,0,0,1,0,0
9633323,40.75697,-73.91847,130,3,39,0.89,1,8.3745,0.906849315,9,0.10767309,0,0,0,1,0,1,0,0
9633740,40.72422,-73.98465,85,2,2,0.05,3,16.1427,0,916,0.2826627,0,0,1,0,0,0,0,1
9633920,40.66426,-73.94758,80,2,18,0.42,1,11.4804,0,43,0.19425974,0,1,0,0,0,1,0,0
9634829,40.80464,-73.95637,84,2,3,0.07,1,19.6512,0,1144,0.08714688,0,0,1,0,0,0,1,0
9634880,40.68608,-73.93015,63,3,15,0.35,1,20.5032,0,296,0.46338891,0,1,0,0,0,0,1,0
9635223,40.68661,-73.91944,45,2,1,0.02,1,20.5032,0,1284,0.14741792,0,1,0,0,0,0,1,0
9635607,40.6424,-73.91275,125,2,172,4.01,2,8.1084,0.424657534,16,0.64228335,0,1,0,0,0,1,0,0
9635880,40.73168,-73.95829,160,2,5,0.12,2,14.1874,0,465,0.20441644,0,1,0,0,0,0,1,0
9635981,40.65992,-73.98403,63,2,22,0.51,1,9.9778,0.131506849,56,0.22528958,0,1,0,0,0,0,1,0
9637937,40.72043,-73.98916,125,1,85,2.23,1,17.1053,0.917808219,10,0.13310577,0,0,1,0,0,0,1,0
9644430,40.68673,-73.95829,45,3,1,0.02,1,17.0945,0,1277,0.17330263,0,1,0,0,0,0,1,0
9644961,40.71769,-73.9544,115,3,3,0.07,1,14.1874,0,1260,0.12385857,0,1,0,0,0,0,1,0
9645073,40.73857,-73.98335,269,3,145,3.31,1,21.5079,0.301369863,19,0.19206063,0,0,1,0,0,1,0,0
9645338,40.66931,-73.9555,55,5,5,0.12,1,11.4804,0,704,0.16914867,0,1,0,0,0,0,1,0
9645934,40.71322,-73.83493,100,4,11,0.31,1,4.7827,0.04109589,175,0.2453785,0,0,0,1,0,1,0,0
9647450,40.61952,-73.96928,59,28,2,0.05,1,5.2095,1,1308,0.3244716,0,1,0,0,0,0,1,0
9649558,40.69347,-73.967,173,2,179,4.18,2,18.9222,0.624657534,24,0.37029042,0,1,0,0,0,1,0,0
9652365,40.73419,-73.95905,115,5,24,0.56,2,14.1874,0.490410959,51,0.31492281,0,1,0,0,0,0,1,0
9652413,40.80407,-73.95762,89,1,1,0.02,1,19.6512,0,1291,0.16257201,0,0,1,0,0,1,0,0
9652438,40.68781,-73.91695,70,1,5,0.14,2,13.4682,0,365,0.09740116,0,1,0,0,0,0,1,0
9652591,40.76561,-73.9248,89,2,53,1.33,1,8.3745,0.106849315,9,0.19156474,0,0,0,1,0,0,1,0
9652949,40.76112,-73.9146,60,1,150,3.75,2,8.3745,0.490410959,22,0.33547591,0,0,0,1,0,0,1,0
9654190,40.78494,-73.97663,400,1,2,0.05,1,8.7699,0,1291,0.18544091,0,0,1,0,0,1,0,0
9660635,40.68736,-73.92369,90,4,8,0.19,4,20.5032,0,106,0.17294379,0,1,0,0,0,1,0,0
9660751,40.72316,-73.9844,200,2,8,0.19,1,16.1427,0.515068493,919,0.29056483,0,0,1,0,0,1,0,0
9662070,40.70435,-73.91646,65,1,2,0.06,1,13.4682,0,1080,0.10327949,0,1,0,0,0,0,1,0
9663062,40.75806,-73.91345,43,30,3,0.08,18,8.3745,0.849315068,244,0.12006847,0,0,0,1,0,0,1,0
9664497,40.70433,-73.92652,55,3,6,0.14,1,13.4682,0,816,0.24553453,0,1,0,0,0,0,1,0
9668485,40.79479,-73.94919,110,1,123,3.07,1,12.5434,0.723287671,29,0.25897118,0,0,1,0,0,0,1,0
9669305,40.72459,-73.99366,145,1,3,0.07,1,16.1427,0,1285,0.10514865,0,0,1,0,0,1,0,0
9670233,40.72846,-73.98987,550,1,141,3.29,1,16.1427,0.82739726,8,0.12647062,0,0,1,0,0,1,0,0
9674142,40.76768,-73.90986,59,1,156,3.59,4,8.3745,0.569863014,7,0.46060091,0,0,0,1,0,0,1,0
9674453,40.76923,-73.91203,239,3,8,0.19,4,8.3745,0.750684932,188,0.32229799,0,0,0,1,0,1,0,0
9674869,40.76933,-73.91164,49,1,14,0.32,4,8.3745,0.243835616,23,0.34137516,0,0,0,1,0,0,1,0
9675064,40.63013,-73.90809,90,2,214,4.89,1,8.1084,0.224657534,31,1.18377887,0,1,0,0,0,1,0,0
9675609,40.70997,-73.94297,80,2,9,0.41,1,11.0839,0,610,0.17033228,0,1,0,0,0,0,1,0
9676482,40.68986,-73.95892,125,3,42,0.98,1,17.0945,0.619178082,7,0.08725775,0,1,0,0,0,1,0,0
9676890,40.70796,-73.95035,65,1,1,0.03,2,11.0839,0,1193,0.12624654,0,1,0,0,0,0,1,0
9677744,40.82476,-73.9438,77,4,63,1.56,1,12.8038,0,449,0.0150655,0,0,1,0,0,1,0,0
9677912,40.69218,-73.93574,220,2,26,0.61,1,20.5032,0.021917808,9,0.34533606,0,1,0,0,0,1,0,0
9678112,40.71462,-73.94641,150,40,4,0.16,2,14.1874,0,353,0.12922482,0,1,0,0,0,1,0,0
9678327,40.71,-73.95507,200,5,8,0.19,2,11.0839,0,680,0.18257825,0,1,0,0,0,0,1,0
9678488,40.73702,-74.00633,200,1,5,0.12,1,24.6521,0,814,0.27318763,0,0,1,0,0,1,0,0
9679058,40.70794,-73.9566,90,3,28,0.65,2,11.0839,0,576,0.0713918,0,1,0,0,0,0,1,0
9679278,40.7005,-73.92814,230,1,1,0.02,1,13.4682,0,1281,0.18687615,0,1,0,0,0,1,0,0
9679289,40.70633,-73.92231,55,1,1,0.02,1,13.4682,0,1281,0.03689196,0,1,0,0,0,0,1,0
9679310,40.73429,-73.98689,160,2,1,0.02,1,21.5079,0,1304,0.12523939,0,0,1,0,0,0,1,0
9679337,40.71436,-73.95421,46,3,11,0.26,1,14.1874,0,778,0.18228234,0,1,0,0,0,0,1,0
9682617,40.74695,-73.98062,300,2,13,0.3,1,14.1041,0,806,0.09691446,0,0,1,0,0,1,0,0
9682862,40.8241,-73.95259,100,3,1,0.03,1,12.8038,0,1198,0.1548322,0,0,1,0,0,0,1,0
9682898,40.71211,-73.95949,95,12,1,0.03,1,11.0839,0,919,0.27090783,0,1,0,0,0,0,1,0
9684503,40.75658,-73.92181,68,3,6,0.14,1,8.3745,0,640,0.07281734,0,0,0,1,0,0,1,0
9684998,40.77849,-73.95046,112,4,13,0.3,1,10.9143,0,123,0.08113379,0,0,1,0,0,1,0,0
9685104,40.76359,-73.94982,85,3,32,0.9,2,8.3745,0,192,0.35282996,0,0,1,0,0,0,1,0
9685865,40.63009,-73.96671,55,4,47,1.09,1,7.5312,0.832876712,6,0.27903008,0,1,0,0,0,0,1,0
9686167,40.80023,-73.96678,85,1,7,0.16,2,9.5529,0.515068493,1193,0.09956425,0,0,1,0,0,0,1,0
9689359,40.6186,-74.0071,160,3,52,1.2,1,6.2414,0.797260274,10,0.43566227,0,1,0,0,0,1,0,0
9689477,40.77401,-73.99056,155,4,6,0.14,1,8.7699,0,706,0.43886462,0,0,1,0,0,1,0,0
9690687,40.65326,-73.95513,70,2,1,0.33,1,10.4991,0,90,0.34034987,0,1,0,0,0,1,0,0
9691204,40.68574,-73.97045,185,1,1,0.02,1,18.9222,0,1286,0.18501848,0,1,0,0,0,1,0,0
9692074,40.80562,-73.95978,200,7,1,0.02,1,12.2706,0,1268,0.26350977,0,0,1,0,0,0,1,0
9692205,40.72636,-73.98231,70,4,2,0.05,1,16.1427,0,851,0.31944596,0,0,1,0,0,0,1,0
9692740,40.80012,-73.96441,50,1,2,0.05,1,9.5529,0,1313,0.21278524,0,0,1,0,0,0,1,0
9693080,40.74509,-73.9236,85,4,2,0.05,1,9.0806,0,1062,0.09272029,0,0,0,1,0,1,0,0
9694297,40.69472,-73.84856,45,2,5,0.12,1,4.9509,0,687,0.19590925,0,0,0,1,0,0,1,0
9694633,40.73154,-73.95485,109,4,4,0.09,1,14.1874,0,189,0.02913366,0,1,0,0,0,1,0,0
9695052,40.63573,-74.0772,48,2,112,2.6,3,7.4154,0.865753425,7,2.71285557,0,0,0,0,1,0,1,0
9695552,40.80462,-73.96074,150,7,4,0.09,1,12.2706,0,916,0.27694505,0,0,1,0,0,1,0,0
9696139,40.71753,-73.95742,350,2,9,0.27,1,14.1874,0.356164384,670,0.04653061,0,1,0,0,0,1,0,0
9696307,40.80246,-73.96884,100,2,1,0.02,1,9.5529,0,1241,0.14709956,0,0,1,0,0,1,0,0
9696357,40.76871,-73.95479,177,1,136,3.12,1,10.9143,0.706849315,20,0.18707614,0,0,1,0,0,1,0,0
9696653,40.73411,-73.99787,108,1,111,2.57,1,24.6521,0,134,0.18062803,0,0,1,0,0,1,0,0
9697749,40.68762,-73.92318,28,10,1,0.02,1,20.5032,0,1280,0.14548096,0,1,0,0,0,0,1,0
9698613,40.77472,-73.90993,35,1,2,0.05,1,8.3745,0,1281,0.11224941,0,0,0,1,0,0,1,0
9698691,40.75251,-73.8898,105,7,2,0.05,1,8.253,0,1255,0.39538895,0,0,0,1,0,1,0,0
9698905,40.68378,-73.992,95,1,2,0.06,1,9.0278,0,807,0.17318831,0,1,0,0,0,0,1,0
9698992,40.82195,-73.95373,62,2,24,0.55,4,12.8038,0.265753425,25,0.00489124,0,0,1,0,0,0,1,0
9699559,40.74106,-73.97818,150,3,2,0.05,1,21.5079,0,1284,0.3473567,0,0,1,0,0,1,0,0
9703075,40.68996,-73.92046,113,7,38,0.94,1,13.4682,0.97260274,46,0.0925766,0,1,0,0,0,1,0,0
9705782,40.68382,-73.95566,300,2,24,0.56,1,17.0945,0,735,0.17918306,0,1,0,0,0,1,0,0
9705958,40.68389,-73.93437,65,2,4,0.09,1,20.5032,0,1273,0.36540741,0,1,0,0,0,1,0,0
9706724,40.66916,-73.95125,55,2,5,0.12,1,11.4804,0,919,0.06881247,0,1,0,0,0,0,1,0
9707498,40.66759,-73.99009,120,3,152,3.6,3,12.441,0.493150685,12,0.18534981,0,1,0,0,0,1,0,0
9707531,40.71941,-73.98534,160,1,2,0.05,1,17.1053,0,1206,0.13239599,0,0,1,0,0,1,0,0
9707671,40.76675,-73.95144,135,2,10,0.23,2,10.9143,0.928767123,8,0.38891415,0,0,1,0,0,0,1,0
9707735,40.7162,-73.95384,175,1,11,0.36,2,14.1874,0.101369863,58,0.16247654,0,1,0,0,0,1,0,0
9708577,40.63692,-73.99063,300,2,51,2.06,1,5.2095,0.81369863,9,0.21612436,0,1,0,0,0,1,0,0
9709428,40.71009,-73.953,80,6,2,0.05,1,11.0839,0,1121,0.20240057,0,1,0,0,0,0,1,0
9710169,40.76601,-73.97789,170,30,1,0.04,96,44.8156,0.909589041,786,0.13532503,0,0,1,0,0,1,0,0
9710184,40.84504,-73.93658,85,90,1,0.03,1,10.1224,0,912,0.22995906,0,0,1,0,0,1,0,0
9710620,40.6773,-73.95001,84,10,2,0.05,1,11.3065,0,898,0.21714754,0,1,0,0,0,1,0,0
9711313,40.66001,-73.94664,399,3,129,3.2,1,11.4804,0.649315068,15,0.28661265,0,1,0,0,0,1,0,0
9712126,40.73304,-73.9843,140,3,103,2.46,2,21.5079,0.739726027,15,0.07965295,0,0,1,0,0,1,0,0
9712682,40.68792,-73.97904,210,2,115,2.66,1,18.9222,0.676712329,18,0.07651373,0,1,0,0,0,1,0,0
9712829,40.71287,-73.96325,200,3,3,0.42,1,11.0839,0,65,0.4195376,0,1,0,0,0,1,0,0
9713045,40.80463,-73.95044,200,2,148,3.47,1,19.6512,0,21,0.17946978,0,0,1,0,0,1,0,0
9713048,40.69444,-73.93746,47,2,2,0.05,1,20.5032,0,1124,0.2127104,0,1,0,0,0,0,1,0
9713116,40.68362,-73.94646,50,7,1,0.03,1,17.0945,0,1072,0.30200481,0,1,0,0,0,1,0,0
9713594,40.67762,-73.95764,95,2,9,0.21,1,11.3065,0.936986301,668,0.19610826,0,1,0,0,0,0,1,0
9713626,40.74186,-74.00528,280,2,6,0.14,1,22.9773,0,919,0.19943916,0,0,1,0,0,1,0,0
9713934,40.68,-73.95526,50,3,5,0.13,1,17.0945,0,771,0.05064758,0,1,0,0,0,0,1,0
9713997,40.72145,-74.00231,200,1,16,0.83,2,20.7862,1,48,0.13899919,0,0,1,0,0,0,1,0
9714004,40.76278,-73.98498,197,3,18,0.46,1,44.8156,0,669,0.05709793,0,0,1,0,0,0,1,0
9714870,40.68675,-73.95865,120,5,4,0.12,1,17.0945,0,591,0.16315734,0,1,0,0,0,1,0,0
9715973,40.74285,-73.97468,150,5,1,0.02,1,14.1041,0,1290,0.44663163,0,0,1,0,0,1,0,0
9716234,40.59878,-73.95425,35,1,104,2.45,5,7.027,0.964383562,1,0.08965996,0,1,0,0,0,0,0,1
9716437,40.73725,-73.98439,195,3,19,0.43,1,21.5079,0.093150685,18,0.21394786,0,0,1,0,0,1,0,0
9720768,40.75699,-73.98493,125,3,141,3.29,5,123.5776,0.619178082,17,0.09711989,0,0,1,0,0,0,1,0
9720809,40.74826,-73.98653,100,30,2,2,5,123.5776,0.679452055,17,0.12047263,0,0,1,0,0,0,1,0
9725232,40.66195,-73.95275,125,6,155,3.54,1,11.4804,0.424657534,15,0.12016234,0,1,0,0,0,1,0,0
9725508,40.68788,-73.98551,123,30,10,0.27,21,22.5122,0.673972603,60,0.04404982,0,1,0,0,0,1,0,0
9726043,40.64463,-73.97057,95,7,5,0.12,1,5.2095,0.161643836,4,0.32959417,0,1,0,0,0,1,0,0
9726143,40.75088,-73.96918,199,4,1,0.02,1,14.1041,0,1281,0.36123618,0,0,1,0,0,1,0,0
9727332,40.70168,-73.92593,45,1,1,0.02,1,13.4682,0,1294,0.27099057,0,1,0,0,0,0,1,0
9728168,40.76172,-73.99917,189,3,4,0.09,1,22.9773,0,1302,0.46009883,0,0,1,0,0,1,0,0
9728203,40.6744,-73.95902,50,2,1,0.02,2,11.3065,0,1284,0.0775227,0,1,0,0,0,0,1,0
9730117,40.68968,-73.95213,250,1,11,0.32,3,17.0945,1,253,0.07304278,0,1,0,0,0,1,0,0
9730432,40.64962,-74.00028,95,3,74,1.72,1,9.9778,0.687671233,8,0.37433214,0,1,0,0,0,1,0,0
9730784,40.72133,-73.9877,140,1,5,0.12,1,17.1053,0,420,0.18347361,0,0,1,0,0,0,1,0
9731134,40.79989,-73.95213,120,30,33,0.81,1,19.6512,0.676712329,38,0.05838175,0,0,1,0,0,1,0,0
9731178,40.69616,-73.94737,35,1,2,0.05,1,17.0945,0,1107,0.13843743,0,1,0,0,0,0,1,0
9731739,40.76564,-73.98759,195,3,30,0.68,1,44.8156,0,989,0.23478895,0,0,1,0,0,1,0,0
9732432,40.69351,-73.92309,35,1,1,0.02,1,13.4682,0,1272,0.27470012,0,1,0,0,0,0,1,0
9732612,40.72117,-74.00592,250,1,1,0.02,1,20.7862,0,1293,0.0433323,0,0,1,0,0,1,0,0
9732834,40.72594,-73.95174,70,7,2,0.05,1,14.1874,0,360,0.10466976,0,1,0,0,0,0,1,0
9733227,40.71964,-73.95538,159,28,4,0.1,1,14.1874,0,435,0.18264174,0,1,0,0,0,1,0,0
9733280,40.73606,-73.98242,149,7,13,0.33,1,21.5079,0,462,0.29020602,0,0,1,0,0,1,0,0
9733741,40.72082,-73.98728,180,1,130,2.98,1,17.1053,0.898630137,36,0.15310622,0,0,1,0,0,1,0,0
9734068,40.79566,-73.9448,110,1,198,4.58,1,12.5434,0.684931507,16,0.05262994,0,0,1,0,0,1,0,0
9735503,40.77066,-73.92181,100,7,2,0.05,1,8.3745,0,1067,0.19913419,0,0,0,1,0,1,0,0
9735931,40.67693,-73.93234,50,7,11,0.26,1,11.3065,0,58,0.1876531,0,1,0,0,0,0,1,0
9735957,40.72116,-73.9959,425,2,23,0.64,1,18.5259,0.147945205,35,0.10196684,0,0,1,0,0,1,0,0
9736123,40.74178,-73.97313,260,4,15,0.35,1,14.1041,0.093150685,267,0.55420572,0,0,1,0,0,1,0,0
9736227,40.76,-73.98972,499,2,4,0.09,1,44.8156,0,918,0.18534741,0,0,1,0,0,1,0,0
9737064,40.73053,-74.00297,250,3,3,0.08,1,24.6521,0.043835616,36,0.17971901,0,0,1,0,0,1,0,0
9737153,40.72038,-73.95993,350,2,5,0.12,1,14.1874,0,554,0.27924324,0,1,0,0,0,1,0,0
9737362,40.74302,-73.98098,275,5,3,0.08,1,21.5079,0,1074,0.17200401,0,0,1,0,0,1,0,0
9737840,40.76553,-73.98709,300,1,268,6.12,1,44.8156,0.715068493,13,0.21942333,0,0,1,0,0,1,0,0
9738193,40.68881,-73.92017,75,3,5,0.12,1,13.4682,1,553,0.11693137,0,1,0,0,0,0,1,0
9740010,40.7179,-73.95938,146,28,208,4.8,2,14.1874,0.547945205,44,0.15075558,0,1,0,0,0,1,0,0
9740150,40.80857,-73.942,89,1,19,0.44,3,15.3365,0,186,0.19127728,0,0,1,0,0,0,1,0
9740264,40.81788,-73.93583,75,2,19,0.44,1,15.3365,0,1120,0.17629249,0,0,1,0,0,1,0,0
9745297,40.72051,-74.00168,75,1,1,0.02,2,20.7862,0,1300,0.07235361,0,0,1,0,0,0,1,0
9745484,40.82749,-73.94329,102,5,20,0.52,2,12.8038,0.049315068,352,0.19211367,0,0,1,0,0,1,0,0
9746604,40.78857,-73.94328,190,2,118,2.74,1,12.5434,0.649315068,19,0.26037212,0,0,1,0,0,1,0,0
9747647,40.72449,-73.95149,70,5,1,0.02,1,14.1874,0,1302,0.01609554,0,1,0,0,0,0,1,0
9747682,40.69297,-73.94522,63,3,6,2.77,1,17.0945,0.164383562,9,0.23137057,0,1,0,0,0,0,1,0
9748012,40.72484,-73.9472,100,6,1,0.02,1,14.1874,0,1281,0.21009786,0,1,0,0,0,1,0,0
9748877,40.79443,-73.93501,130,2,49,1.52,5,12.5434,0.208219178,20,0.45065847,0,0,1,0,0,0,1,0
9750139,40.64218,-74.01175,90,2,75,1.84,2,9.9778,0.997260274,33,0.23216757,0,1,0,0,0,1,0,0
9750308,40.6882,-73.90598,46,2,18,0.42,1,13.4682,0,73,0.11545117,0,1,0,0,0,0,1,0
9751043,40.69227,-73.95187,115,2,142,3.38,2,17.0945,0.243835616,22,0.20151518,0,1,0,0,0,1,0,0
9752005,40.73737,-74.00591,90,1,103,2.4,1,24.6521,0.654794521,12,0.24063413,0,0,1,0,0,0,1,0
9753018,40.7109,-73.95236,250,31,8,0.19,1,11.0839,0,917,0.13802929,0,1,0,0,0,1,0,0
9753240,40.72543,-74.00242,1000,4,10,0.23,1,20.7862,0.893150685,225,0.08822874,0,0,1,0,0,1,0,0
9753443,40.72107,-73.95376,159,1,3,0.1,1,14.1874,0,918,0.27081866,0,1,0,0,0,1,0,0
9754436,40.7203,-73.98698,99,3,24,0.56,4,17.1053,0.912328767,93,0.12545062,0,0,1,0,0,0,1,0
9754751,40.70344,-73.83435,100,1,2,0.09,1,4.9509,0,698,0.37463265,0,0,0,1,0,1,0,0
9754968,40.79331,-73.94149,250,4,13,0.32,1,12.5434,0.095890411,274,0.18632869,0,0,1,0,0,1,0,0
9755074,40.69048,-73.94763,120,3,5,0.12,1,17.0945,0,1107,0.29475145,0,1,0,0,0,1,0,0
9755384,40.76504,-73.98718,80,3,1,0.02,1,44.8156,0,1289,0.18860541,0,0,1,0,0,0,1,0
9755785,40.76206,-73.94904,45,3,1,0.02,1,8.3745,0,1281,0.29625853,0,0,1,0,0,0,1,0
9756258,40.78641,-73.97739,65,1,2,0.05,1,8.7699,0,1278,0.16558995,0,0,1,0,0,0,1,0
9757018,40.87663,-73.91041,50,1,2,0.05,1,9.4274,0,1285,0.14563303,0,0,1,0,0,0,1,0
9757167,40.72936,-73.97882,100,2,1,0.03,1,16.1427,0,1073,0.18659013,0,0,1,0,0,0,1,0
9757351,40.78389,-73.95306,200,4,1,0.03,1,10.9143,0,1046,0.160932,0,0,1,0,0,1,0,0
9757875,40.7092,-73.82984,65,7,8,0.18,4,4.9509,0.876712329,257,0.33403442,0,0,0,1,0,0,1,0
9758041,40.70357,-73.9474,130,4,52,1.2,1,11.0839,0.879452055,8,0.01901165,0,1,0,0,0,1,0,0
9758378,40.67545,-73.96884,250,30,13,0.34,1,11.3065,0.873972603,59,0.11144993,0,1,0,0,0,1,0,0
9759444,40.66352,-73.98488,100,3,6,0.14,1,12.441,0,916,0.30672917,0,1,0,0,0,1,0,0
9759525,40.76599,-73.98404,90,5,3,0.08,1,44.8156,0,1175,0.19068064,0,0,1,0,0,1,0,0
9759592,40.67836,-73.729,90,1,54,1.26,1,8.619,0.493150685,51,3.71806097,0,0,0,1,0,0,1,0
9759704,40.69133,-73.9426,31,3,2,0.05,1,17.0945,0,1281,0.40759536,0,1,0,0,0,0,1,0
9759957,40.83358,-73.94113,45,1,2,0.05,1,10.1224,0,1124,0.17959029,0,0,1,0,0,0,1,0
9765011,40.6502,-73.95509,39,7,6,0.17,4,10.4991,0.761643836,550,0.29896358,0,1,0,0,0,0,1,0
9765276,40.6518,-73.95894,39,7,13,0.3,4,7.5312,0.947945205,347,0.22546289,0,1,0,0,0,0,1,0
9765762,40.70669,-73.94943,85,5,1,0.02,1,11.0839,0,1281,0.06034551,0,1,0,0,0,0,1,0
9765897,40.68552,-73.96481,40,5,2,0.06,3,18.9222,0,672,0.16446943,0,1,0,0,0,0,1,0
9766228,40.71691,-73.93953,200,2,1,0.02,1,14.1874,0,1283,0.28159182,0,1,0,0,0,1,0,0
9767424,40.71602,-73.96248,130,2,67,1.57,3,11.0839,0.690410959,2,0.31481915,0,1,0,0,0,1,0,0
9767864,40.63661,-74.07868,40,2,157,3.67,3,7.4154,0.887671233,8,2.80632825,0,0,0,0,1,0,1,0
9768199,40.80055,-73.96011,129,3,6,0.14,1,9.5529,0,56,0.10692869,0,0,1,0,0,1,0,0
9768360,40.64845,-73.97302,100,1,7,0.16,1,9.9778,0,922,0.21600383,0,1,0,0,0,1,0,0
9768492,40.67735,-73.94468,100,3,1,0.05,2,11.3065,0,553,0.26720378,0,1,0,0,0,1,0,0
9768765,40.64637,-73.97863,24,18,1,0.02,1,5.2095,0,1257,0.15536733,0,1,0,0,0,0,1,0
9769423,40.66948,-73.9903,160,2,70,1.63,1,12.441,0.936986301,553,0.06096608,0,1,0,0,0,1,0,0
9769817,40.71162,-73.9639,125,5,13,0.31,2,11.0839,0,918,0.38825079,0,1,0,0,0,1,0,0
9770041,40.72061,-73.94886,205,7,2,0.19,1,14.1874,0,189,0.29292026,0,1,0,0,0,1,0,0
9770249,40.73027,-73.98759,750,3,97,2.22,1,16.1427,0.128767123,20,0.18287402,0,0,1,0,0,1,0,0
9770459,40.68124,-73.94188,75,14,18,0.5,3,17.0945,0.517808219,9,0.10552672,0,1,0,0,0,0,1,0
9771893,40.73558,-73.9852,150,30,1,0.04,96,21.5079,0.77260274,677,0.20098327,0,0,1,0,0,1,0,0
9772152,40.74105,-74.00401,195,4,48,1.19,2,22.9773,0.767123288,20,0.11536702,0,0,1,0,0,1,0,0
9772486,40.71712,-73.94671,477,2,1,0.03,1,14.1874,0.980821918,1002,0.22732358,0,1,0,0,0,0,1,0
9772539,40.79569,-73.96583,275,30,1,0.02,96,9.5529,0.909589041,1267,0.23475443,0,0,1,0,0,1,0,0
9775055,40.66782,-73.92969,60,1,1,0.02,1,11.4804,0,1285,0.18776646,0,1,0,0,0,0,1,0
9775146,40.67702,-73.96445,128,28,12,0.31,1,11.3065,0.701369863,61,0.34361309,0,1,0,0,0,1,0,0
9775237,40.81949,-73.95676,140,5,7,0.16,1,12.8038,0,414,0.23680504,0,0,1,0,0,1,0,0
9775296,40.67042,-73.95072,98,1,5,0.12,1,11.3065,0,1283,0.03657488,0,1,0,0,0,1,0,0
9776054,40.68581,-73.94689,800,3,33,0.76,1,17.0945,0.487671233,1122,0.41369611,0,1,0,0,0,1,0,0
9777387,40.73052,-73.98461,130,3,134,3.08,2,16.1427,0.063013699,16,0.15657986,0,0,1,0,0,0,1,0
9777504,40.71761,-73.95423,325,3,74,1.73,1,14.1874,0.490410959,12,0.13104436,0,1,0,0,0,1,0,0
9778049,40.78818,-73.96928,144,2,30,0.8,1,9.5529,0,93,0.16398938,0,0,1,0,0,1,0,0
9778579,40.71504,-73.98879,45,1,2,0.05,1,17.1053,0,1112,0.10925352,0,0,1,0,0,0,1,0
9778583,40.68768,-73.92069,75,1,1,0.02,1,20.5032,0,1283,0.15194574,0,1,0,0,0,0,1,0
9778855,40.69134,-73.90895,85,4,24,0.57,2,13.4682,0,999,0.31213491,0,1,0,0,0,0,1,0
9778978,40.82094,-73.95745,50,3,1,0.03,1,12.8038,0,1143,0.21064777,0,0,1,0,0,1,0,0
9779136,40.67377,-73.95887,50,10,1,0.02,2,11.3065,0,1280,0.09498483,0,1,0,0,0,0,1,0
9779960,40.68589,-73.91486,60,1,17,0.4,1,13.4682,0.561643836,639,0.10000056,0,1,0,0,0,0,1,0
9785516,40.79113,-73.96645,372,3,23,0.54,1,9.5529,0.046575342,191,0.10236831,0,0,1,0,0,1,0,0
